***	**** Program	HYDRUS									
***	****										
Wel	come to HYDR	US-1D									
Dat	e:  25. 9.	Time:  16	: 0:13								
Uni	ts: L = mm	", T = min"	", M = mmo"		l						
											
											
Tim	e:       10.	0									
											
											
Nod	e      Depth	Head	Moisture	Ths	K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
31	-300	-3173.712	0.4146		1.13E-04	2.43E-05	3.30E-04	0.00E+00	-1	1.43E-03	20
32	-310	-3134.503	0.4155		1.16E-04	2.46E-05	3.38E-04	0.00E+00	-1	1.47E-03	20
33	-320	-3095.159	0.4164		1.18E-04	2.49E-05	3.49E-04	0.00E+00	-1	1.52E-03	20
34	-330	-3055.386	0.4172		1.21E-04	2.52E-05	3.65E-04	0.00E+00	-1	1.59E-03	20
35	-340	-3015.194	0.4184		1.27E-04	2.57E-05	3.91E-04	0.00E+00	-1	1.70E-03	20
36	-350	-2973.921	0.4196		1.34E-04	2.62E-05	4.29E-04	0.00E+00	-1	1.87E-03	20
37	-360	-2930.94	0.4208		1.40E-04	2.68E-05	4.79E-04	0.00E+00	-1	2.08E-03	20
38	-370	-2885.649	0.4221		1.47E-04	2.73E-05	5.41E-04	0.00E+00	-1	2.35E-03	20
39	-380	-2837.591	0.4235		1.55E-04	2.79E-05	6.13E-04	0.00E+00	-1	2.67E-03	20
40	-390	-2786.537	0.425		1.63E-04	2.86E-05	6.93E-04	0.00E+00	-1	3.01E-03	20
41	-400	-2732.518	0.4265		1.71E-04	2.92E-05	7.78E-04	0.00E+00	-1	3.38E-03	20
42	-410	-2675.801	0.4282		1.80E-04	2.99E-05	8.62E-04	0.00E+00	-1	3.75E-03	20
43	-420	-2616.818	0.4299		1.89E-04	3.07E-05	9.44E-04	0.00E+00	-1	4.10E-03	20
44	-430	-2556.083	0.4316		1.99E-04	3.14E-05	1.02E-03	0.00E+00	-1	4.44E-03	20
45	-440	-2494.117	0.4334		2.08E-04	3.22E-05	1.09E-03	0.00E+00	-1	4.74E-03	20
46	-450	-2431.39	0.4352		2.18E-04	3.30E-05	1.15E-03	0.00E+00	-1	5.02E-03	20
47	-460	-2369.42	0.4375		2.38E-04	3.41E-05	1.22E-03	0.00E+00	-1	5.30E-03	20
48	-470	-2308.923	0.4397		2.59E-04	3.53E-05	1.28E-03	0.00E+00	-1	5.58E-03	20
49	-480	-2250.091	0.442		2.80E-04	3.65E-05	1.34E-03	0.00E+00	-1	5.83E-03	20
50	-490	-2192.804	0.4441		3.00E-04	3.76E-05	1.39E-03	0.00E+00	-1	6.06E-03	20
51	-500	-2136.928	0.4462		3.19E-04	3.87E-05	1.44E-03	0.00E+00	-1	6.27E-03	20
52	-510	-2082.323	0.4483		3.38E-04	3.98E-05	1.49E-03	0.00E+00	-1	6.47E-03	20
53	-520	-2028.858	0.4503		3.57E-04	4.09E-05	1.53E-03	0.00E+00	-1	6.66E-03	20
54	-530	-1976.418	0.4523		3.76E-04	4.19E-05	1.58E-03	0.00E+00	-1	6.85E-03	20
55	-540	-1924.902	0.4542		3.94E-04	4.30E-05	1.62E-03	0.00E+00	-1	7.03E-03	20
56	-550	-1875.117	0.4566		4.29E-04	4.45E-05	1.66E-03	0.00E+00	-1	7.22E-03	20
57	-560	-1827.465	0.4589		4.66E-04	4.59E-05	1.71E-03	0.00E+00	-1	7.43E-03	20
58	-570	-1781.708	0.4611		5.02E-04	4.74E-05	1.75E-03	0.00E+00	-1	7.61E-03	20
59	-580	-1737.59	0.4633		5.36E-04	4.88E-05	1.79E-03	0.00E+00	-1	7.77E-03	20
60	-590	-1694.942	0.4654		5.69E-04	5.01E-05	1.82E-03	0.00E+00	-1	7.90E-03	20
61	-600	-1653.665	0.4674		6.02E-04	5.14E-05	1.84E-03	0.00E+00	-1	8.00E-03	20
62	-610	-1613.71	0.4694		6.33E-04	5.27E-05	1.85E-03	0.00E+00	-1	8.05E-03	20
63	-620	-1575.074	0.4712		6.63E-04	5.39E-05	1.85E-03	0.00E+00	-1	8.05E-03	20
64	-630	-1537.785	0.4731		6.92E-04	5.50E-05	1.84E-03	0.00E+00	-1	7.99E-03	20
65	-640	-1502.194	0.4751		7.36E-04	5.65E-05	1.80E-03	0.00E+00	-1	7.84E-03	20
66	-650	-1468.912	0.4771		7.92E-04	5.81E-05	1.74E-03	0.00E+00	-1	7.58E-03	20
67	-660	-1438.03	0.4791		8.44E-04	5.96E-05	1.66E-03	0.00E+00	-1	7.23E-03	20
68	-670	-1409.425	0.4809		8.93E-04	6.09E-05	1.56E-03	0.00E+00	-1	6.78E-03	20
69	-680	-1383.029	0.4825		9.38E-04	6.22E-05	1.43E-03	0.00E+00	-1	6.22E-03	20
70	-690	-1358.81	0.484		9.79E-04	6.34E-05	1.28E-03	0.00E+00	-1	5.58E-03	20
71	-700	-1336.754	0.4854		1.02E-03	6.44E-05	1.11E-03	0.00E+00	-1	4.84E-03	20
72	-710	-1316.854	0.4867		1.05E-03	6.54E-05	9.24E-04	0.00E+00	-1	4.02E-03	20
73	-720	-1299.104	0.4878		1.08E-03	6.63E-05	7.19E-04	0.00E+00	-1	3.13E-03	20
74	-730	-1283.495	0.4888		1.11E-03	6.70E-05	5.02E-04	0.00E+00	-1	2.18E-03	20
75	-740	-1270.006	0.4896		1.13E-03	6.77E-05	2.75E-04	0.00E+00	-1	1.19E-03	20
76	-750	-1258.608	0.4903		1.15E-03	6.82E-05	4.22E-05	0.00E+00	-1	1.83E-04	20
77	-760	-1249.256	0.4909		1.16E-03	6.87E-05	-1.92E-04	0.00E+00	-1	-8.33E-04	20
78	-770	-1241.888	0.4914		1.18E-03	6.90E-05	-4.22E-04	0.00E+00	-1	-1.84E-03	20
79	-780	-1236.43	0.4917		1.19E-03	6.93E-05	-6.46E-04	0.00E+00	-1	-2.81E-03	20
80	-790	-1232.788	0.4919		1.19E-03	6.95E-05	-8.60E-04	0.00E+00	-1	-3.74E-03	20
81	-800	-1230.854	0.4921		1.20E-03	6.96E-05	-1.06E-03	0.00E+00	-1	-4.60E-03	20
82	-810	-1230.507	0.4921		1.20E-03	6.96E-05	-1.24E-03	0.00E+00	-1	-5.39E-03	20
83	-820	-1231.612	0.492		1.19E-03	6.95E-05	-1.40E-03	0.00E+00	-1	-6.10E-03	20
84	-830	-1234.023	0.4919		1.19E-03	6.94E-05	-1.55E-03	0.00E+00	-1	-6.72E-03	20
85	-840	-1237.588	0.4916		1.18E-03	6.92E-05	-1.67E-03	0.00E+00	-1	-7.24E-03	20
86	-850	-1242.15	0.4914		1.18E-03	6.90E-05	-1.76E-03	0.00E+00	-1	-7.66E-03	20
87	-860	-1247.548	0.491		1.17E-03	6.88E-05	-1.84E-03	0.00E+00	-1	-7.98E-03	20
88	-870	-1253.62	0.4906		1.16E-03	6.85E-05	-1.89E-03	0.00E+00	-1	-8.21E-03	20
89	-880	-1260.203	0.4902		1.15E-03	6.81E-05	-1.92E-03	0.00E+00	-1	-8.35E-03	20
90	-890	-1267.136	0.4898		1.13E-03	6.78E-05	-1.93E-03	0.00E+00	-1	-8.39E-03	20
91	-900	-1274.258	0.4893		1.12E-03	6.75E-05	-1.92E-03	0.00E+00	-1	-8.36E-03	20
92	-910	-1281.406	0.4889		1.11E-03	6.71E-05	-1.90E-03	0.00E+00	-1	-8.24E-03	20
93	-920	-1288.42	0.4885		1.10E-03	6.68E-05	-1.85E-03	0.00E+00	-1	-8.05E-03	20
94	-930	-1295.138	0.488		1.09E-03	6.65E-05	-1.79E-03	0.00E+00	-1	-7.79E-03	20
95	-940	-1301.399	0.4876		1.08E-03	6.62E-05	-1.72E-03	0.00E+00	-1	-7.47E-03	20
96	-950	-1307.046	0.4873		1.07E-03	6.59E-05	-1.63E-03	0.00E+00	-1	-7.08E-03	20
97	-960	-1311.927	0.487		1.06E-03	6.56E-05	-1.53E-03	0.00E+00	-1	-6.64E-03	20
98	-970	-1315.903	0.4867		1.05E-03	6.55E-05	-1.42E-03	0.00E+00	-1	-6.16E-03	20
99	-980	-1318.851	0.4865		1.05E-03	6.53E-05	-1.30E-03	0.00E+00	-1	-5.64E-03	20
100	-990	-1320.67	0.4864		1.04E-03	6.52E-05	-1.17E-03	0.00E+00	-1	-5.09E-03	20
101	-1000	-1321.289	0.4864		1.04E-03	6.52E-05	-1.11E-03	0.00E+00	-1	-4.81E-03	20
end											
											
											
Tim	e:      180.	0									
											
											
Nod	e      Depth	Head	Moisture		K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
1	0	-409.896	0.5902		2.61E-03	1.77E-04	9.08E-09	0.00E+00	-1	3.95E-08	20
2	-10	-407.819	0.5906		2.64E-03	1.78E-04	-4.15E-03	0.00E+00	-1	-1.80E-02	20
3	-20	-422.137	0.5881		2.48E-03	1.74E-04	-8.24E-03	0.00E+00	-1	-3.58E-02	20
4	-30	-456.923	0.5821		2.10E-03	1.65E-04	-1.23E-02	0.00E+00	-1	-5.33E-02	20
5	-40	-523.57	0.5718		1.62E-03	1.51E-04	-1.60E-02	0.00E+00	-1	-6.94E-02	20
6	-50	-646.563	0.5549		1.04E-03	1.28E-04	-1.89E-02	0.00E+00	-1	-8.21E-02	20
7	-60	-712.104	0.5384		4.29E-03	1.16E-04	-2.12E-02	0.00E+00	-1	-9.20E-02	20
8	-70	-758.34	0.5329		3.61E-03	1.09E-04	-2.31E-02	0.00E+00	-1	-1.01E-01	20
9	-80	-819.461	0.5269		3.15E-03	1.03E-04	-2.47E-02	0.00E+00	-1	-1.07E-01	20
10	-90	-897.919	0.5191		2.57E-03	9.48E-05	-2.57E-02	0.00E+00	-1	-1.12E-01	20
11	-100	-1002.677	0.5097		1.97E-03	8.54E-05	-2.60E-02	0.00E+00	-1	-1.13E-01	20
12	-110	-1144.249	0.4985		1.46E-03	7.52E-05	-2.54E-02	0.00E+00	-1	-1.10E-01	20
13	-120	-1334.298	0.4856		1.02E-03	6.46E-05	-2.36E-02	0.00E+00	-1	-1.03E-01	20
14	-130	-1591.671	0.4705		6.52E-04	5.34E-05	-2.06E-02	0.00E+00	-1	-8.94E-02	20
15	-140	-1940.911	0.4537		3.90E-04	4.28E-05	-1.64E-02	0.00E+00	-1	-7.14E-02	20
16	-150	-2383.003	0.4371		2.36E-04	3.40E-05	-1.17E-02	0.00E+00	-1	-5.08E-02	20
17	-160	-2846.847	0.4232		1.54E-04	2.79E-05	-7.02E-03	0.00E+00	-1	-3.05E-02	20
18	-170	-3199.481	0.414		1.11E-04	2.41E-05	-3.52E-03	0.00E+00	-1	-1.53E-02	20
19	-180	-3405.383	0.4095		9.67E-05	2.25E-05	-1.56E-03	0.00E+00	-1	-6.78E-03	20
20	-190	-3489.051	0.4077		9.11E-05	2.19E-05	-5.70E-04	0.00E+00	-1	-2.48E-03	20
21	-200	-3507.879	0.4073		8.98E-05	2.18E-05	-1.26E-04	0.00E+00	-1	-5.49E-04	20
22	-210	-3496.992	0.4075		9.06E-05	2.18E-05	7.02E-05	0.00E+00	-1	3.05E-04	20
23	-220	-3472.524	0.4081		9.23E-05	2.20E-05	1.66E-04	0.00E+00	-1	7.20E-04	20
24	-230	-3441.245	0.4088		9.45E-05	2.23E-05	2.19E-04	0.00E+00	-1	9.53E-04	20
25	-240	-3406.177	0.4095		9.69E-05	2.25E-05	2.54E-04	0.00E+00	-1	1.10E-03	20
26	-250	-3368.907	0.4104		9.94E-05	2.28E-05	2.77E-04	0.00E+00	-1	1.21E-03	20
27	-260	-3330.403	0.4112		1.02E-04	2.31E-05	2.94E-04	0.00E+00	-1	1.28E-03	20
28	-270	-3291.293	0.4121		1.05E-04	2.34E-05	3.06E-04	0.00E+00	-1	1.33E-03	20
29	-280	-3251.966	0.4129		1.07E-04	2.37E-05	3.15E-04	0.00E+00	-1	1.37E-03	20
30	-290	-3212.629	0.4138		1.10E-04	2.40E-05	3.23E-04	0.00E+00	-1	1.40E-03	20
31	-300	-3173.34	0.4146		1.13E-04	2.43E-05	3.31E-04	0.00E+00	-1	1.44E-03	20
32	-310	-3134.031	0.4155		1.16E-04	2.46E-05	3.40E-04	0.00E+00	-1	1.48E-03	20
33	-320	-3094.515	0.4164		1.18E-04	2.49E-05	3.52E-04	0.00E+00	-1	1.53E-03	20
34	-330	-3054.496	0.4172		1.21E-04	2.52E-05	3.69E-04	0.00E+00	-1	1.60E-03	20
35	-340	-3014.001	0.4184		1.27E-04	2.57E-05	3.96E-04	0.00E+00	-1	1.72E-03	20
36	-350	-2972.366	0.4196		1.34E-04	2.62E-05	4.35E-04	0.00E+00	-1	1.89E-03	20
37	-360	-2928.993	0.4209		1.41E-04	2.68E-05	4.86E-04	0.00E+00	-1	2.11E-03	20
38	-370	-2883.329	0.4222		1.48E-04	2.73E-05	5.47E-04	0.00E+00	-1	2.38E-03	20
39	-380	-2834.968	0.4236		1.55E-04	2.79E-05	6.19E-04	0.00E+00	-1	2.69E-03	20
40	-390	-2783.718	0.4251		1.63E-04	2.86E-05	6.97E-04	0.00E+00	-1	3.03E-03	20
41	-400	-2729.627	0.4266		1.72E-04	2.93E-05	7.80E-04	0.00E+00	-1	3.39E-03	20
42	-410	-2672.953	0.4283		1.80E-04	3.00E-05	8.63E-04	0.00E+00	-1	3.75E-03	20
43	-420	-2614.104	0.4299		1.90E-04	3.07E-05	9.43E-04	0.00E+00	-1	4.10E-03	20
44	-430	-2553.563	0.4317		1.99E-04	3.14E-05	1.02E-03	0.00E+00	-1	4.43E-03	20
45	-440	-2491.815	0.4335		2.09E-04	3.22E-05	1.09E-03	0.00E+00	-1	4.73E-03	20
46	-450	-2429.306	0.4353		2.18E-04	3.30E-05	1.15E-03	0.00E+00	-1	5.01E-03	20
47	-460	-2367.569	0.4375		2.38E-04	3.42E-05	1.22E-03	0.00E+00	-1	5.29E-03	20
48	-470	-2307.292	0.4398		2.59E-04	3.54E-05	1.28E-03	0.00E+00	-1	5.57E-03	20
49	-480	-2248.624	0.442		2.80E-04	3.65E-05	1.34E-03	0.00E+00	-1	5.83E-03	20
50	-490	-2191.458	0.4442		3.00E-04	3.77E-05	1.39E-03	0.00E+00	-1	6.06E-03	20
51	-500	-2135.667	0.4463		3.20E-04	3.88E-05	1.44E-03	0.00E+00	-1	6.27E-03	20
52	-510	-2081.126	0.4483		3.39E-04	3.99E-05	1.49E-03	0.00E+00	-1	6.47E-03	20
53	-520	-2027.711	0.4503		3.58E-04	4.09E-05	1.53E-03	0.00E+00	-1	6.66E-03	20
54	-530	-1975.315	0.4523		3.76E-04	4.20E-05	1.58E-03	0.00E+00	-1	6.85E-03	20
55	-540	-1923.844	0.4543		3.94E-04	4.30E-05	1.62E-03	0.00E+00	-1	7.03E-03	20
56	-550	-1874.131	0.4566		4.30E-04	4.45E-05	1.66E-03	0.00E+00	-1	7.22E-03	20
57	-560	-1826.577	0.459		4.67E-04	4.60E-05	1.71E-03	0.00E+00	-1	7.42E-03	20
58	-570	-1780.934	0.4612		5.03E-04	4.74E-05	1.75E-03	0.00E+00	-1	7.60E-03	20
59	-580	-1736.951	0.4633		5.37E-04	4.88E-05	1.78E-03	0.00E+00	-1	7.75E-03	20
60	-590	-1694.467	0.4654		5.70E-04	5.01E-05	1.81E-03	0.00E+00	-1	7.87E-03	20
61	-600	-1653.385	0.4674		6.02E-04	5.14E-05	1.83E-03	0.00E+00	-1	7.95E-03	20
62	-610	-1613.662	0.4694		6.33E-04	5.27E-05	1.84E-03	0.00E+00	-1	7.98E-03	20
63	-620	-1575.293	0.4712		6.63E-04	5.39E-05	1.83E-03	0.00E+00	-1	7.96E-03	20
64	-630	-1538.307	0.473		6.91E-04	5.50E-05	1.81E-03	0.00E+00	-1	7.89E-03	20
65	-640	-1503.034	0.475		7.34E-04	5.64E-05	1.78E-03	0.00E+00	-1	7.72E-03	20
66	-650	-1470.086	0.4771		7.90E-04	5.80E-05	1.71E-03	0.00E+00	-1	7.45E-03	20
67	-660	-1439.548	0.479		8.42E-04	5.95E-05	1.63E-03	0.00E+00	-1	7.08E-03	20
68	-670	-1411.288	0.4808		8.90E-04	6.08E-05	1.52E-03	0.00E+00	-1	6.62E-03	20
69	-680	-1385.231	0.4824		9.34E-04	6.21E-05	1.40E-03	0.00E+00	-1	6.07E-03	20
70	-690	-1361.332	0.4839		9.74E-04	6.33E-05	1.25E-03	0.00E+00	-1	5.42E-03	20
71	-700	-1339.568	0.4852		1.01E-03	6.43E-05	1.08E-03	0.00E+00	-1	4.69E-03	20
72	-710	-1319.924	0.4865		1.05E-03	6.53E-05	8.95E-04	0.00E+00	-1	3.89E-03	20
73	-720	-1302.387	0.4876		1.07E-03	6.61E-05	6.95E-04	0.00E+00	-1	3.02E-03	20
74	-730	-1286.939	0.4885		1.10E-03	6.69E-05	4.84E-04	0.00E+00	-1	2.11E-03	20
75	-740	-1273.556	0.4894		1.12E-03	6.75E-05	2.65E-04	0.00E+00	-1	1.15E-03	20
76	-750	-1262.205	0.4901		1.14E-03	6.81E-05	4.01E-05	0.00E+00	-1	1.74E-04	20
77	-760	-1252.839	0.4907		1.16E-03	6.85E-05	-1.86E-04	0.00E+00	-1	-8.06E-04	20
78	-770	-1245.399	0.4911		1.17E-03	6.89E-05	-4.08E-04	0.00E+00	-1	-1.78E-03	20
79	-780	-1239.809	0.4915		1.18E-03	6.91E-05	-6.25E-04	0.00E+00	-1	-2.72E-03	20
80	-790	-1235.983	0.4917		1.19E-03	6.93E-05	-8.31E-04	0.00E+00	-1	-3.61E-03	20
81	-800	-1233.818	0.4919		1.19E-03	6.94E-05	-1.02E-03	0.00E+00	-1	-4.45E-03	20
82	-810	-1233.2	0.4919		1.19E-03	6.95E-05	-1.20E-03	0.00E+00	-1	-5.23E-03	20
83	-820	-1234.003	0.4919		1.19E-03	6.94E-05	-1.36E-03	0.00E+00	-1	-5.92E-03	20
84	-830	-1236.089	0.4917		1.19E-03	6.93E-05	-1.50E-03	0.00E+00	-1	-6.53E-03	20
85	-840	-1239.317	0.4915		1.18E-03	6.92E-05	-1.62E-03	0.00E+00	-1	-7.04E-03	20
86	-850	-1243.535	0.4913		1.17E-03	6.90E-05	-1.72E-03	0.00E+00	-1	-7.47E-03	20
87	-860	-1248.59	0.491		1.17E-03	6.87E-05	-1.79E-03	0.00E+00	-1	-7.80E-03	20
88	-870	-1254.325	0.4906		1.16E-03	6.84E-05	-1.85E-03	0.00E+00	-1	-8.04E-03	20
89	-880	-1260.582	0.4902		1.15E-03	6.81E-05	-1.88E-03	0.00E+00	-1	-8.18E-03	20
90	-890	-1267.202	0.4898		1.13E-03	6.78E-05	-1.90E-03	0.00E+00	-1	-8.24E-03	20
91	-900	-1274.025	0.4894		1.12E-03	6.75E-05	-1.89E-03	0.00E+00	-1	-8.22E-03	20
92	-910	-1280.891	0.4889		1.11E-03	6.71E-05	-1.87E-03	0.00E+00	-1	-8.12E-03	20
93	-920	-1287.639	0.4885		1.10E-03	6.68E-05	-1.83E-03	0.00E+00	-1	-7.94E-03	20
94	-930	-1294.108	0.4881		1.09E-03	6.65E-05	-1.77E-03	0.00E+00	-1	-7.69E-03	20
95	-940	-1300.142	0.4877		1.08E-03	6.62E-05	-1.70E-03	0.00E+00	-1	-7.38E-03	20
96	-950	-1305.584	0.4874		1.07E-03	6.60E-05	-1.61E-03	0.00E+00	-1	-7.01E-03	20
97	-960	-1310.288	0.4871		1.06E-03	6.57E-05	-1.51E-03	0.00E+00	-1	-6.58E-03	20
98	-970	-1314.118	0.4868		1.05E-03	6.55E-05	-1.41E-03	0.00E+00	-1	-6.12E-03	20
99	-980	-1316.957	0.4867		1.05E-03	6.54E-05	-1.29E-03	0.00E+00	-1	-5.61E-03	20
100	-990	-1318.709	0.4866		1.05E-03	6.53E-05	-1.17E-03	0.00E+00	-1	-5.09E-03	20
101	-1000	-1319.305	0.4865		1.05E-03	6.53E-05	-1.11E-03	0.00E+00	-1	-4.82E-03	20
end											
											
											
Tim	e:      190.	0									
											
											
Nod	e      Depth	Head	Moisture		K	C	Flux	Sink	Kapp	a   v/KsTop	Temp
	[L]	[L]	[-]		[L/T]	[1/L]	[L/T]	[1/T]	[-]	[-]	[C]
											
1	0	-431.583	0.5865		2.38E-03	1.72E-04	-1.05E-08	0.00E+00	-1	-4.56E-08	20
2	-10	-429.423	0.5868		2.40E-03	1.72E-04	-3.74E-03	0.00E+00	-1	-1.63E-02	20
3	-20	-443.553	0.5844		2.25E-03	1.69E-04	-7.45E-03	0.00E+00	-1	-3.24E-02	20
4	-30	-478.6	0.5784		1.88E-03	1.60E-04	-1.11E-02	0.00E+00	-1	-4.83E-02	20
5	-40	-545.283	0.5686		1.49E-03	1.46E-04	-1.45E-02	0.00E+00	-1	-6.32E-02	20
6	-50	-665.776	0.5525		9.80E-04	1.25E-04	-1.73E-02	0.00E+00	-1	-7.53E-02	20
7	-60	-729.543	0.5363		4.03E-03	1.14E-04	-1.95E-02	0.00E+00	-1	-8.49E-02	20
8	-70	-774.218	0.5313		3.49E-03	1.08E-04	-2.14E-02	0.00E+00	-1	-9.28E-02	20
9	-80	-831.746	0.5257		3.06E-03	1.02E-04	-2.27E-02	0.00E+00	-1	-9.89E-02	20
10	-90	-905.603	0.5184		2.51E-03	9.40E-05	-2.37E-02	0.00E+00	-1	-1.03E-01	20
11	-100	-1003.441	0.5097		1.97E-03	8.54E-05	-2.42E-02	0.00E+00	-1	-1.05E-01	20
12	-110	-1133.15	0.4994		1.50E-03	7.60E-05	-2.38E-02	0.00E+00	-1	-1.03E-01	20
13	-120	-1304.702	0.4875		1.07E-03	6.60E-05	-2.24E-02	0.00E+00	-1	-9.73E-02	20
14	-130	-1537.922	0.4732		6.93E-04	5.51E-05	-2.01E-02	0.00E+00	-1	-8.76E-02	20
15	-140	-1857.656	0.4576		4.48E-04	4.52E-05	-1.69E-02	0.00E+00	-1	-7.33E-02	20
16	-150	-2257.363	0.4418		2.80E-04	3.65E-05	-1.26E-02	0.00E+00	-1	-5.46E-02	20
17	-160	-2693.319	0.4277		1.78E-04	2.98E-05	-8.00E-03	0.00E+00	-1	-3.48E-02	20
18	-170	-3071.656	0.4169		1.20E-04	2.51E-05	-4.37E-03	0.00E+00	-1	-1.90E-02	20
19	-180	-3329.194	0.4112		1.02E-04	2.31E-05	-2.13E-03	0.00E+00	-1	-9.25E-03	20
20	-190	-3451.068	0.4085		9.37E-05	2.22E-05	-8.73E-04	0.00E+00	-1	-3.80E-03	20
21	-200	-3490.534	0.4077		9.10E-05	2.19E-05	-2.67E-04	0.00E+00	-1	-1.16E-03	20
22	-210	-3489.032	0.4077		9.12E-05	2.19E-05	9.46E-06	0.00E+00	-1	4.11E-05	20
23	-220	-3468.548	0.4082		9.26E-05	2.21E-05	1.40E-04	0.00E+00	-1	6.07E-04	20
24	-230	-3438.992	0.4088		9.46E-05	2.23E-05	2.08E-04	0.00E+00	-1	9.03E-04	20
25	-240	-3404.751	0.4096		9.70E-05	2.25E-05	2.48E-04	0.00E+00	-1	1.08E-03	20
26	-250	-3367.942	0.4104		9.95E-05	2.28E-05	2.74E-04	0.00E+00	-1	1.19E-03	20
27	-260	-3329.725	0.4112		1.02E-04	2.31E-05	2.92E-04	0.00E+00	-1	1.27E-03	20
28	-270	-3290.795	0.4121		1.05E-04	2.34E-05	3.05E-04	0.00E+00	-1	1.32E-03	20
29	-280	-3251.568	0.4129		1.08E-04	2.37E-05	3.15E-04	0.00E+00	-1	1.37E-03	20
30	-290	-3212.26	0.4138		1.10E-04	2.40E-05	3.23E-04	0.00E+00	-1	1.40E-03	20
31	-300	-3172.935	0.4147		1.13E-04	2.43E-05	3.32E-04	0.00E+00	-1	1.44E-03	20
32	-310	-3133.523	0.4155		1.16E-04	2.46E-05	3.42E-04	0.00E+00	-1	1.48E-03	20
33	-320	-3093.842	0.4164		1.18E-04	2.49E-05	3.54E-04	0.00E+00	-1	1.54E-03	20
34	-330	-3053.61	0.4173		1.21E-04	2.52E-05	3.72E-04	0.00E+00	-1	1.62E-03	20
35	-340	-3012.785	0.4184		1.27E-04	2.57E-05	4.01E-04	0.00E+00	-1	1.74E-03	20
36	-350	-2970.79	0.4197		1.34E-04	2.63E-05	4.41E-04	0.00E+00	-1	1.92E-03	20
37	-360	-2927.04	0.4209		1.41E-04	2.68E-05	4.92E-04	0.00E+00	-1	2.14E-03	20
38	-370	-2881.024	0.4222		1.48E-04	2.74E-05	5.53E-04	0.00E+00	-1	2.41E-03	20
39	-380	-2832.38	0.4237		1.56E-04	2.80E-05	6.24E-04	0.00E+00	-1	2.71E-03	20
40	-390	-2780.948	0.4251		1.64E-04	2.86E-05	7.01E-04	0.00E+00	-1	3.05E-03	20
41	-400	-2726.789	0.4267		1.72E-04	2.93E-05	7.82E-04	0.00E+00	-1	3.40E-03	20
42	-410	-2670.155	0.4283		1.81E-04	3.00E-05	8.63E-04	0.00E+00	-1	3.75E-03	20
43	-420	-2611.43	0.43		1.90E-04	3.07E-05	9.42E-04	0.00E+00	-1	4.10E-03	20
44	-430	-2551.068	0.4318		1.99E-04	3.15E-05	1.02E-03	0.00E+00	-1	4.42E-03	20
45	-440	-2489.526	0.4335		2.09E-04	3.22E-05	1.09E-03	0.00E+00	-1	4.72E-03	20
46	-450	-2427.223	0.4353		2.19E-04	3.30E-05	1.15E-03	0.00E+00	-1	4.99E-03	20
47	-460	-2365.711	0.4376		2.39E-04	3.42E-05	1.21E-03	0.00E+00	-1	5.28E-03	20
48	-470	-2305.648	0.4399		2.60E-04	3.54E-05	1.28E-03	0.00E+00	-1	5.56E-03	20
49	-480	-2247.143	0.4421		2.81E-04	3.66E-05	1.34E-03	0.00E+00	-1	5.82E-03	20
50	-490	-2190.098	0.4442		3.01E-04	3.77E-05	1.39E-03	0.00E+00	-1	6.05E-03	20
51	-500	-2134.398	0.4463		3.20E-04	3.88E-05	1.44E-03	0.00E+00	-1	6.27E-03	20
52	-510	-2079.925	0.4484		3.39E-04	3.99E-05	1.49E-03	0.00E+00	-1	6.47E-03	20
53	-520	-2026.566	0.4504		3.58E-04	4.09E-05	1.53E-03	0.00E+00	-1	6.66E-03	20
54	-530	-1974.219	0.4524		3.76E-04	4.20E-05	1.58E-03	0.00E+00	-1	6.85E-03	20
55	-540	-1922.799	0.4543		3.94E-04	4.30E-05	1.62E-03	0.00E+00	-1	7.02E-03	20
56	-550	-1873.164	0.4567		4.31E-04	4.45E-05	1.66E-03	0.00E+00	-1	7.21E-03	20
57	-560	-1825.718	0.459		4.68E-04	4.60E-05	1.70E-03	0.00E+00	-1	7.41E-03	20
58	-570	-1780.198	0.4612		5.03E-04	4.74E-05	1.74E-03	0.00E+00	-1	7.57E-03	20
59	-580	-1736.359	0.4634		5.37E-04	4.88E-05	1.78E-03	0.00E+00	-1	7.72E-03	20
60	-590	-1694.046	0.4654		5.70E-04	5.01E-05	1.80E-03	0.00E+00	-1	7.82E-03	20
61	-600	-1653.167	0.4674		6.02E-04	5.14E-05	1.82E-03	0.00E+00	-1	7.89E-03	20
62	-610	-1613.679	0.4694		6.33E-04	5.27E-05	1.82E-03	0.00E+00	-1	7.91E-03	20
63	-620	-1575.578	0.4712		6.62E-04	5.39E-05	1.81E-03	0.00E+00	-1	7.88E-03	20
64	-630	-1538.893	0.473		6.91E-04	5.50E-05	1.79E-03	0.00E+00	-1	7.79E-03	20
65	-640	-1503.93	0.4749		7.33E-04	5.64E-05	1.75E-03	0.00E+00	-1	7.60E-03	20
66	-650	-1471.302	0.477		7.88E-04	5.79E-05	1.68E-03	0.00E+00	-1	7.31E-03	20
67	-660	-1441.094	0.4789		8.39E-04	5.94E-05	1.60E-03	0.00E+00	-1	6.94E-03	20
